age,watch_time,days_since_login
0.9148936170212766,0.936,0.03448275862068961
0.8085106382978723,0.444,0.03448275862068961
0.25531914893617025,0.38,0.27586206896551724
0.8936170212765958,0.536,0.48275862068965514
0.021276595744680826,0.9480000000000001,0.8965517241379309
0.276595744680851,0.32,0.06896551724137934
0.7446808510638298,0.012,0.9655172413793104
0.6595744680851064,0.20400000000000001,0.2068965517241379
0.9787234042553191,0.668,0.9999999999999999
0.9574468085106383,0.652,0.27586206896551724
0.5319148936170213,0.928,0.06896551724137934
0.10638297872340424,0.34800000000000003,0.8275862068965517
0.3829787234042553,0.256,0.27586206896551724
0.42553191489361697,0.47600000000000003,0.2068965517241379
0.6808510638297872,0.708,0.4137931034482759
0.14893617021276595,0.26,0.5862068965517241
0.8085106382978723,0.088,0.5517241379310344
0.9999999999999999,0.016,0.31034482758620685
0.06382978723404253,0.768,0.06896551724137934
0.8297872340425531,0.328,0.7586206896551725
0.8936170212765958,0.17200000000000001,0.31034482758620685
0.021276595744680826,0.796,0.06896551724137934
0.5319148936170213,0.668,0.34482758620689646
0.42553191489361697,0.656,0.5517241379310344
0.21276595744680848,0.56,0.9655172413793104
0.10638297872340424,0.796,0.2413793103448275
0.8723404255319148,0.716,0.8620689655172414
0.021276595744680826,0.552,0.7586206896551725
0.6382978723404255,0.996,0.5172413793103449
0.5957446808510638,0.836,0.689655172413793
0.8085106382978723,0.708,0.27586206896551724
0.10638297872340424,0.628,0.8620689655172414
0.17021276595744683,0.20800000000000002,0.13793103448275856
0.8297872340425531,0.296,0.2413793103448275
0.7446808510638298,0.876,0.5517241379310344
0.276595744680851,0.9520000000000001,0.2413793103448275
0.9148936170212766,0.096,0.10344827586206895
0.3829787234042553,0.392,0.9999999999999999
0.14893617021276595,0.912,0.1724137931034483
0.12765957446808507,0.10400000000000001,0.5172413793103449
0.4042553191489362,0.48,0.5172413793103449
0.36170212765957444,0.224,0.5862068965517241
0.23404255319148937,0.752,0.8275862068965517
0.17021276595744683,0.264,0.2068965517241379
0.06382978723404253,0.28400000000000003,0.9310344827586207
0.6382978723404255,0.496,0.0
0.276595744680851,0.652,0.8275862068965517
0.276595744680851,0.076,0.2068965517241379
0.44680851063829785,0.9,0.6206896551724138
0.12765957446808507,0.676,0.5517241379310344
0.23404255319148937,0.388,0.34482758620689646
0.7659574468085105,0.16,0.1724137931034483
0.5106382978723404,0.84,0.5862068965517241
0.14893617021276595,0.492,0.7241379310344828
0.6382978723404255,0.676,0.6206896551724138
0.46808510638297873,0.168,0.6551724137931033
0.17021276595744683,0.744,0.8275862068965517
0.8936170212765958,0.516,0.6206896551724138
0.12765957446808507,0.8,0.31034482758620685
0.5957446808510638,0.47200000000000003,0.689655172413793
0.4893617021276595,0.156,0.8965517241379309
0.4042553191489362,0.5720000000000001,0.7241379310344828
0.5957446808510638,0.232,0.8275862068965517
0.42553191489361697,0.9,0.4482758620689654
0.8085106382978723,0.792,0.9655172413793104
0.7446808510638298,1.0,0.03448275862068961
0.1914893617021276,0.9520000000000001,0.9999999999999999
0.5106382978723404,0.496,0.31034482758620685
0.46808510638297873,0.856,0.0
0.5106382978723404,0.748,0.8275862068965517
0.04255319148936171,0.8240000000000001,0.2068965517241379
0.8297872340425531,0.504,0.6551724137931033
0.5531914893617021,0.556,0.6206896551724138
0.6595744680851064,0.388,0.9999999999999999
0.6808510638297872,0.5720000000000001,0.5172413793103449
0.3191489361702128,0.068,0.2413793103448275
0.42553191489361697,0.608,0.6206896551724138
0.9148936170212766,0.544,0.8965517241379309
0.06382978723404253,0.088,0.7586206896551725
0.9999999999999999,0.56,0.0
0.2978723404255319,0.272,0.10344827586206895
0.12765957446808507,0.508,0.0
0.5106382978723404,0.612,0.27586206896551724
0.21276595744680848,0.584,0.06896551724137934
0.723404255319149,0.748,0.793103448275862
0.276595744680851,0.24,0.4482758620689654
0.6808510638297872,0.12,0.1724137931034483
0.9787234042553191,0.276,0.6551724137931033
0.5531914893617021,0.044,0.5172413793103449
0.6382978723404255,0.672,0.2413793103448275
0.276595744680851,0.556,0.793103448275862
0.17021276595744683,0.924,0.9310344827586207
0.12765957446808507,0.624,0.7241379310344828
0.8936170212765958,0.836,0.4137931034482759
0.9787234042553191,0.912,0.9310344827586207
0.9574468085106383,0.808,0.31034482758620685
0.7659574468085105,0.184,0.7241379310344828
0.8723404255319148,0.464,0.7586206896551725
0.9787234042553191,0.492,0.8965517241379309
0.12765957446808507,0.808,0.8275862068965517
0.8297872340425531,0.708,0.13793103448275856
0.9361702127659574,0.928,0.31034482758620685
0.021276595744680826,0.8280000000000001,0.03448275862068961
0.10638297872340424,0.548,0.31034482758620685
0.7872340425531915,0.352,0.6206896551724138
0.702127659574468,0.42,0.689655172413793
0.42553191489361697,0.5760000000000001,0.4137931034482759
0.4042553191489362,0.352,0.0
0.8085106382978723,0.652,0.34482758620689646
0.4893617021276595,0.644,0.27586206896551724
0.5531914893617021,0.7000000000000001,0.34482758620689646
0.851063829787234,0.224,0.13793103448275856
0.5744680851063829,0.356,0.6206896551724138
0.8297872340425531,0.6880000000000001,0.06896551724137934
0.21276595744680848,0.864,0.3793103448275862
0.3829787234042553,0.7000000000000001,0.689655172413793
0.06382978723404253,0.9440000000000001,0.8275862068965517
0.42553191489361697,0.884,0.48275862068965514
0.2978723404255319,0.268,0.9310344827586207
0.7446808510638298,0.876,0.6551724137931033
0.9787234042553191,0.772,0.2413793103448275
0.6382978723404255,0.34400000000000003,0.9310344827586207
0.021276595744680826,0.716,0.2413793103448275
0.5106382978723404,0.936,0.48275862068965514
0.6808510638297872,0.896,0.7241379310344828
0.9574468085106383,0.28,0.793103448275862
0.9574468085106383,0.744,0.5172413793103449
0.9361702127659574,0.436,0.4482758620689654
0.4893617021276595,0.6920000000000001,0.13793103448275856
0.8297872340425531,0.608,0.7586206896551725
0.3829787234042553,0.76,0.31034482758620685
0.3829787234042553,0.068,0.27586206896551724
0.4042553191489362,0.304,0.9999999999999999
0.723404255319149,0.464,0.6206896551724138
0.36170212765957444,0.084,0.31034482758620685
0.7872340425531915,0.332,0.8965517241379309
0.851063829787234,0.632,0.5172413793103449
0.702127659574468,0.52,0.34482758620689646
0.9361702127659574,0.32,0.13793103448275856
0.1914893617021276,0.192,0.1724137931034483
0.7872340425531915,0.028,0.06896551724137934
0.9361702127659574,0.18,0.4137931034482759
0.0,0.328,0.03448275862068961
0.7659574468085105,0.24,0.03448275862068961
0.702127659574468,0.704,0.4482758620689654
0.06382978723404253,0.48,0.13793103448275856
0.44680851063829785,0.892,0.3793103448275862
0.06382978723404253,0.8,0.2413793103448275
0.44680851063829785,0.628,0.34482758620689646
0.5957446808510638,0.124,0.5862068965517241
0.6170212765957447,0.404,0.4482758620689654
0.1914893617021276,0.728,0.9310344827586207
0.851063829787234,0.28,0.10344827586206895
0.44680851063829785,0.588,0.4137931034482759
0.5106382978723404,0.52,0.7586206896551725
0.34042553191489355,0.376,0.7586206896551725
0.21276595744680848,0.984,0.5862068965517241
0.6808510638297872,0.584,0.4137931034482759
0.7659574468085105,0.232,0.27586206896551724
0.9361702127659574,0.88,0.6206896551724138
0.44680851063829785,0.776,0.9999999999999999
0.44680851063829785,0.5,0.03448275862068961
0.6382978723404255,0.36,0.6551724137931033
0.5531914893617021,0.308,0.5517241379310344
0.8085106382978723,0.528,0.9999999999999999
0.4042553191489362,0.532,0.27586206896551724
0.06382978723404253,0.68,0.689655172413793
0.17021276595744683,0.84,0.793103448275862
0.21276595744680848,0.42,0.03448275862068961
0.34042553191489355,0.02,0.6206896551724138
0.8297872340425531,0.28400000000000003,0.8620689655172414
0.1914893617021276,0.6880000000000001,0.9655172413793104
0.17021276595744683,0.16,0.5172413793103449
0.7872340425531915,0.784,0.5862068965517241
0.36170212765957444,0.38,0.03448275862068961
0.5531914893617021,0.136,0.48275862068965514
0.021276595744680826,0.876,0.34482758620689646
0.3191489361702128,0.092,0.689655172413793
0.0,0.044,0.7586206896551725
0.6382978723404255,0.58,0.13793103448275856
0.10638297872340424,0.5680000000000001,0.5862068965517241
0.6382978723404255,0.164,0.8620689655172414
0.276595744680851,0.404,0.8275862068965517
0.8297872340425531,0.008,0.9655172413793104
0.9787234042553191,0.556,0.03448275862068961
0.5531914893617021,0.912,0.3793103448275862
0.6382978723404255,0.132,0.0
0.5531914893617021,0.56,0.03448275862068961
0.21276595744680848,0.128,0.6206896551724138
0.723404255319149,0.752,0.5862068965517241
0.9148936170212766,0.724,0.8620689655172414
0.4893617021276595,0.596,0.7241379310344828
0.12765957446808507,0.136,0.4482758620689654
0.6595744680851064,0.34800000000000003,0.793103448275862
0.5106382978723404,0.856,0.06896551724137934
0.3829787234042553,0.14400000000000002,0.31034482758620685
0.17021276595744683,0.704,0.689655172413793
0.25531914893617025,0.448,0.689655172413793
0.36170212765957444,0.14400000000000002,0.5862068965517241
0.44680851063829785,0.552,0.5172413793103449
0.17021276595744683,0.928,0.5517241379310344
0.9361702127659574,0.048,0.27586206896551724
0.6808510638297872,0.20800000000000002,0.4137931034482759
0.5744680851063829,0.132,0.2413793103448275
0.7446808510638298,0.112,0.4482758620689654
0.5531914893617021,0.908,0.13793103448275856
0.8085106382978723,0.644,0.5172413793103449
0.25531914893617025,0.74,0.1724137931034483
0.4042553191489362,0.404,0.9310344827586207
0.6595744680851064,0.456,0.34482758620689646
0.23404255319148937,0.904,0.6206896551724138
0.46808510638297873,0.528,0.4482758620689654
0.14893617021276595,0.624,0.5172413793103449
0.42553191489361697,0.14,0.13793103448275856
0.8936170212765958,0.24,0.31034482758620685
0.3829787234042553,0.18,0.5172413793103449
0.5744680851063829,0.984,0.27586206896551724
0.3829787234042553,0.184,0.31034482758620685
0.6382978723404255,0.336,0.9999999999999999
0.2978723404255319,0.41600000000000004,0.9655172413793104
0.0,0.708,0.6551724137931033
0.723404255319149,0.0,0.10344827586206895
0.10638297872340424,0.16,0.7586206896551725
0.25531914893617025,0.528,0.8620689655172414
0.10638297872340424,0.556,0.31034482758620685
0.6382978723404255,0.664,0.2413793103448275
0.25531914893617025,0.928,0.2413793103448275
0.6170212765957447,0.252,0.03448275862068961
0.8723404255319148,0.256,0.3793103448275862
0.5531914893617021,0.904,0.31034482758620685
0.5319148936170213,0.356,0.9310344827586207
0.9574468085106383,0.116,0.5172413793103449
0.1914893617021276,0.88,0.6551724137931033
0.6808510638297872,0.056,0.6206896551724138
0.6595744680851064,0.196,0.8620689655172414
0.21276595744680848,0.316,0.9310344827586207
0.2978723404255319,0.8280000000000001,0.7241379310344828
0.7872340425531915,0.756,0.4137931034482759
0.8723404255319148,0.08,0.34482758620689646
0.8085106382978723,0.836,0.2413793103448275
0.9999999999999999,0.312,0.2068965517241379
0.5106382978723404,0.268,0.7586206896551725
0.5531914893617021,0.5,0.27586206896551724
0.9361702127659574,0.72,0.27586206896551724
0.9999999999999999,0.84,0.0
0.5531914893617021,0.936,0.34482758620689646
0.42553191489361697,0.996,0.8620689655172414
0.5319148936170213,0.036000000000000004,0.5517241379310344
0.702127659574468,0.988,0.5517241379310344
0.8936170212765958,0.932,0.06896551724137934
0.42553191489361697,0.976,0.5517241379310344
0.6382978723404255,0.604,0.793103448275862
0.7872340425531915,0.012,0.9310344827586207
0.0,0.488,0.793103448275862
0.44680851063829785,0.812,0.10344827586206895
0.8936170212765958,0.928,0.9310344827586207
0.723404255319149,0.176,0.689655172413793
0.276595744680851,0.5640000000000001,0.5517241379310344
0.9361702127659574,0.28,0.10344827586206895
0.3829787234042553,0.4,0.13793103448275856
0.9148936170212766,0.328,0.03448275862068961
0.9999999999999999,0.492,0.2068965517241379
0.851063829787234,0.384,0.5517241379310344
0.4042553191489362,0.52,0.9310344827586207
0.0,0.9,0.4482758620689654
0.3829787234042553,0.96,0.1724137931034483
0.8297872340425531,0.88,0.9999999999999999
0.6808510638297872,0.988,0.27586206896551724
0.14893617021276595,0.16,0.9310344827586207
0.25531914893617025,0.8280000000000001,0.10344827586206895
0.7446808510638298,0.256,0.48275862068965514
0.25531914893617025,0.908,0.6206896551724138
0.36170212765957444,0.224,0.5517241379310344
0.7659574468085105,0.556,0.8275862068965517
0.723404255319149,0.048,0.34482758620689646
0.25531914893617025,0.672,0.06896551724137934
0.4893617021276595,0.056,0.10344827586206895
0.14893617021276595,0.684,0.8275862068965517
0.8723404255319148,0.176,0.6551724137931033
0.42553191489361697,0.52,0.27586206896551724
0.17021276595744683,0.24,0.2068965517241379
0.36170212765957444,0.748,0.03448275862068961
0.5957446808510638,0.12,0.6551724137931033
0.10638297872340424,0.512,0.2068965517241379
0.6170212765957447,0.704,0.6551724137931033
0.9574468085106383,0.656,0.2413793103448275
0.14893617021276595,0.46,0.2413793103448275
0.9787234042553191,0.10400000000000001,0.13793103448275856
0.2978723404255319,0.42,0.10344827586206895
0.276595744680851,0.9440000000000001,0.9655172413793104
0.702127659574468,0.084,0.1724137931034483
0.5531914893617021,0.768,0.2413793103448275
0.06382978723404253,0.116,0.2413793103448275
0.10638297872340424,0.368,0.31034482758620685
0.7872340425531915,0.58,0.4137931034482759
0.9574468085106383,0.092,0.7241379310344828
0.06382978723404253,0.8320000000000001,0.793103448275862
0.44680851063829785,0.0,0.7586206896551725
0.10638297872340424,0.864,0.48275862068965514
0.276595744680851,0.336,0.27586206896551724
0.3191489361702128,0.07200000000000001,0.7586206896551725
0.5531914893617021,0.424,0.8965517241379309
0.6382978723404255,0.376,0.8275862068965517
0.3829787234042553,0.068,0.34482758620689646
0.7659574468085105,0.632,0.27586206896551724
0.5319148936170213,0.96,0.34482758620689646
0.7446808510638298,0.596,0.48275862068965514
0.14893617021276595,0.08,0.0
0.4893617021276595,0.456,0.5172413793103449
0.4042553191489362,0.716,0.10344827586206895
0.06382978723404253,0.148,0.9999999999999999
0.8297872340425531,0.652,0.7586206896551725
0.9999999999999999,0.456,0.7586206896551725
0.702127659574468,0.17200000000000001,0.10344827586206895
0.34042553191489355,0.04,0.03448275862068961
0.4893617021276595,0.8200000000000001,0.4482758620689654
0.4893617021276595,0.456,0.8275862068965517
0.7872340425531915,0.78,0.31034482758620685
0.10638297872340424,0.148,0.10344827586206895
0.6382978723404255,0.492,0.06896551724137934
0.14893617021276595,0.456,0.1724137931034483
0.34042553191489355,0.8240000000000001,0.34482758620689646
0.9999999999999999,0.776,0.48275862068965514
0.42553191489361697,0.056,0.31034482758620685
0.021276595744680826,0.872,0.5862068965517241
0.10638297872340424,0.052000000000000005,0.9310344827586207
0.5106382978723404,0.976,0.5517241379310344
0.9999999999999999,0.044,0.3793103448275862
0.34042553191489355,0.07200000000000001,0.4137931034482759
0.42553191489361697,0.744,0.7241379310344828
0.44680851063829785,0.468,0.1724137931034483
0.8936170212765958,0.0,0.7586206896551725
0.4042553191489362,0.784,0.2068965517241379
0.12765957446808507,0.296,0.9999999999999999
0.851063829787234,0.88,0.6551724137931033
0.5957446808510638,0.608,0.1724137931034483
0.12765957446808507,0.196,0.48275862068965514
0.8936170212765958,0.088,0.8620689655172414
0.9787234042553191,0.12,0.03448275862068961
0.0,0.20400000000000001,0.6206896551724138
0.9787234042553191,0.1,0.2068965517241379
0.9148936170212766,0.852,0.5517241379310344
0.7872340425531915,0.9440000000000001,0.48275862068965514
0.23404255319148937,0.032,0.06896551724137934
0.7872340425531915,0.728,0.03448275862068961
0.14893617021276595,0.888,0.6206896551724138
0.3191489361702128,0.264,0.689655172413793
0.1914893617021276,0.848,0.5172413793103449
0.3829787234042553,0.7000000000000001,0.13793103448275856
0.46808510638297873,0.524,0.5862068965517241
0.2978723404255319,0.34800000000000003,0.8620689655172414
0.46808510638297873,0.88,0.5862068965517241
0.851063829787234,0.896,0.7241379310344828
0.46808510638297873,0.404,0.27586206896551724
0.4893617021276595,0.9400000000000001,0.5862068965517241
0.5106382978723404,0.984,0.27586206896551724
0.7659574468085105,0.672,0.3793103448275862
0.5744680851063829,0.244,0.31034482758620685
0.6595744680851064,0.328,0.7241379310344828
0.14893617021276595,0.40800000000000003,0.5862068965517241
0.12765957446808507,0.272,0.689655172413793
0.5319148936170213,0.324,0.27586206896551724
0.14893617021276595,0.792,0.7241379310344828
0.17021276595744683,0.004,0.48275862068965514
0.3191489361702128,0.728,0.8620689655172414
0.04255319148936171,0.056,0.9310344827586207
0.5106382978723404,0.796,0.9310344827586207
0.7446808510638298,0.86,0.9655172413793104
0.702127659574468,0.936,0.5172413793103449
0.5744680851063829,0.74,0.10344827586206895
0.851063829787234,0.888,0.8620689655172414
0.6170212765957447,0.084,0.2068965517241379
0.8723404255319148,0.41200000000000003,0.5862068965517241
0.0,0.668,0.5862068965517241
0.21276595744680848,0.424,0.8965517241379309
0.06382978723404253,0.336,0.8965517241379309
0.5957446808510638,0.148,0.34482758620689646
0.9361702127659574,0.6,0.34482758620689646
0.9148936170212766,0.336,0.2068965517241379
0.6170212765957447,0.76,0.3793103448275862
0.08510638297872342,0.48,0.4137931034482759
0.6595744680851064,0.492,0.13793103448275856
0.8297872340425531,0.78,0.9999999999999999
0.9999999999999999,0.74,0.3793103448275862
0.12765957446808507,0.656,0.34482758620689646
0.06382978723404253,0.768,0.8620689655172414
0.10638297872340424,0.68,0.6206896551724138
0.14893617021276595,0.04,0.5862068965517241
0.851063829787234,0.252,0.2068965517241379
0.7446808510638298,0.844,0.9999999999999999
0.5531914893617021,0.584,0.7586206896551725
0.8085106382978723,0.008,0.13793103448275856
0.5531914893617021,0.916,0.2413793103448275
0.10638297872340424,0.34,0.48275862068965514
0.5744680851063829,0.7000000000000001,0.6551724137931033
0.5531914893617021,0.6,0.1724137931034483
0.7872340425531915,0.168,0.689655172413793
0.36170212765957444,0.392,0.10344827586206895
0.6170212765957447,0.56,0.31034482758620685
0.276595744680851,0.7000000000000001,0.2413793103448275
0.3191489361702128,0.86,0.1724137931034483
0.6595744680851064,0.664,0.5862068965517241
0.9999999999999999,0.892,0.7586206896551725
0.4893617021276595,0.76,0.4137931034482759
0.42553191489361697,0.276,0.5172413793103449
0.5106382978723404,0.784,0.9655172413793104
0.7659574468085105,0.496,0.06896551724137934
0.9999999999999999,0.924,0.2068965517241379
0.5319148936170213,0.512,0.6206896551724138
0.9999999999999999,0.532,0.3793103448275862
0.1914893617021276,0.036000000000000004,0.8965517241379309
0.276595744680851,0.844,0.5172413793103449
0.7446808510638298,0.404,0.5517241379310344
0.7659574468085105,0.4,0.34482758620689646
0.21276595744680848,0.672,0.10344827586206895
0.8723404255319148,0.5760000000000001,0.0
0.23404255319148937,0.596,0.1724137931034483
0.06382978723404253,0.648,0.06896551724137934
0.2978723404255319,0.668,0.2068965517241379
0.9999999999999999,0.872,0.8620689655172414
0.4893617021276595,0.40800000000000003,0.06896551724137934
0.7872340425531915,0.584,0.2413793103448275
0.4893617021276595,0.964,0.2413793103448275
0.702127659574468,0.976,0.7586206896551725
0.23404255319148937,0.98,0.0
0.9148936170212766,0.652,0.4137931034482759
0.7872340425531915,0.136,0.8275862068965517
0.6382978723404255,0.132,0.27586206896551724
0.702127659574468,0.612,0.5862068965517241
0.851063829787234,0.448,0.48275862068965514
0.3829787234042553,0.984,0.2413793103448275
0.4042553191489362,0.252,0.7586206896551725
0.6808510638297872,0.712,0.4482758620689654
0.04255319148936171,0.656,0.3793103448275862
0.5319148936170213,0.796,0.8620689655172414
0.17021276595744683,0.42,0.5862068965517241
0.9361702127659574,0.364,0.5862068965517241
0.42553191489361697,0.752,0.2413793103448275
0.46808510638297873,0.14,0.8620689655172414
0.17021276595744683,0.5720000000000001,0.48275862068965514
0.7446808510638298,0.632,0.1724137931034483
0.8085106382978723,0.536,0.4137931034482759
0.0,0.47600000000000003,0.6551724137931033
0.9999999999999999,0.764,0.2413793103448275
0.36170212765957444,0.192,0.5517241379310344
0.8297872340425531,0.704,0.48275862068965514
0.44680851063829785,0.076,0.2068965517241379
0.723404255319149,0.32,0.2068965517241379
0.8297872340425531,0.156,0.6206896551724138
0.8936170212765958,0.544,0.8275862068965517
0.34042553191489355,0.904,0.2068965517241379
0.36170212765957444,0.41600000000000004,0.31034482758620685
0.5744680851063829,0.928,0.689655172413793
0.04255319148936171,0.616,0.8275862068965517
0.42553191489361697,0.9,0.6206896551724138
0.42553191489361697,0.5680000000000001,0.9310344827586207
0.8936170212765958,0.5,0.689655172413793
0.9787234042553191,0.128,0.10344827586206895
0.5957446808510638,0.044,0.48275862068965514
0.14893617021276595,0.06,0.9999999999999999
0.702127659574468,0.808,0.0
0.9999999999999999,0.156,0.27586206896551724
0.17021276595744683,0.536,0.9655172413793104
0.10638297872340424,0.684,0.8965517241379309
0.702127659574468,0.008,0.3793103448275862
0.9787234042553191,0.64,0.793103448275862
0.851063829787234,0.508,0.9310344827586207
0.6170212765957447,0.712,0.8965517241379309
0.7446808510638298,0.07200000000000001,0.6206896551724138
0.0,0.796,0.31034482758620685
0.5319148936170213,0.10400000000000001,0.3793103448275862
0.6382978723404255,0.004,0.5862068965517241
0.17021276595744683,0.616,0.5517241379310344
0.7446808510638298,0.612,0.34482758620689646
0.3829787234042553,0.864,0.1724137931034483
0.702127659574468,0.36,0.5862068965517241
0.8936170212765958,0.276,0.4482758620689654
0.7872340425531915,0.916,0.31034482758620685
0.08510638297872342,0.136,0.793103448275862
0.12765957446808507,0.108,0.8620689655172414
0.6170212765957447,0.532,0.2068965517241379
0.12765957446808507,0.34800000000000003,0.9310344827586207
0.702127659574468,0.252,0.27586206896551724
0.04255319148936171,0.584,0.03448275862068961
0.6170212765957447,0.52,0.4482758620689654
0.42553191489361697,0.5640000000000001,0.9310344827586207
0.276595744680851,0.552,0.1724137931034483
0.25531914893617025,0.6960000000000001,0.4482758620689654
0.5531914893617021,0.624,0.31034482758620685
0.2978723404255319,0.228,0.31034482758620685
0.12765957446808507,0.736,0.4482758620689654
0.5957446808510638,0.18,0.9999999999999999
0.04255319148936171,0.492,0.06896551724137934
0.5106382978723404,0.384,0.31034482758620685
0.08510638297872342,0.392,0.7586206896551725
0.7872340425531915,0.264,0.3793103448275862
0.04255319148936171,0.872,0.9999999999999999
0.04255319148936171,0.648,0.0
0.8297872340425531,0.256,0.10344827586206895
0.04255319148936171,0.908,0.5862068965517241
0.8085106382978723,0.74,0.9655172413793104
0.25531914893617025,0.6920000000000001,0.9999999999999999
0.08510638297872342,0.58,0.3793103448275862
0.4042553191489362,0.404,0.13793103448275856
0.7659574468085105,0.708,0.7241379310344828
0.8723404255319148,0.904,0.0
0.46808510638297873,0.596,0.1724137931034483
0.6808510638297872,0.124,0.8275862068965517
0.9787234042553191,0.556,0.5172413793103449
0.6382978723404255,0.644,0.10344827586206895
0.34042553191489355,0.308,0.8620689655172414
0.23404255319148937,0.396,0.06896551724137934
0.9574468085106383,0.14400000000000002,0.0
0.17021276595744683,0.732,0.10344827586206895
0.44680851063829785,0.728,0.2068965517241379
0.851063829787234,0.708,0.10344827586206895
0.5957446808510638,0.932,0.793103448275862
0.5744680851063829,0.092,0.31034482758620685
